,Date,Hour,Index(Wh),Consumption(Wh),Day of year,Day,Week,Weekend,Month,Temperature,Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Irradiation,Minutes
0,08/02/2020,00:00,6874,94,0,6,0,1,2,277.09,90.1,1012.6,6.55,183.54,0.000474,0.0,0.0,0.0,0
1,08/02/2020,00:15,6954,80,0,6,0,1,2,277.26,90.14,1012.57,6.56,186.15,0.000591,0.0,0.0,0.0,15
2,08/02/2020,00:30,7040,86,0,6,0,1,2,277.44,90.16,1012.53,6.58,188.75,0.000708,0.0,0.0,0.0,30
3,08/02/2020,00:45,7151,111,0,6,0,1,2,277.6,90.27,1012.49,6.58,190.68,0.000749,0.0,0.0,0.0,45
4,08/02/2020,01:00,7366,215,0,6,0,1,2,277.75,90.47,1012.43,6.54,191.96,0.000712,0.0,0.0,0.0,60
5,08/02/2020,01:15,7881,515,0,6,0,1,2,277.89,90.66,1012.37,6.5,193.26,0.000675,0.0,0.0,0.0,75
6,08/02/2020,01:30,8119,238,0,6,0,1,2,278.04,90.84,1012.32,6.47,194.57,0.000639,0.0,0.0,0.0,90
7,08/02/2020,01:45,8206,87,0,6,0,1,2,278.16,91.16,1012.25,6.43,195.74,0.000574,0.0,0.0,0.0,105
8,08/02/2020,02:00,8296,90,0,6,0,1,2,278.24,91.62,1012.18,6.37,196.76,0.00048,0.0,0.0,0.0,120
9,08/02/2020,02:15,8399,103,0,6,0,1,2,278.33,92.08,1012.11,6.32,197.79,0.000387,0.0,0.0,0.0,135
10,08/02/2020,02:30,8508,109,0,6,0,1,2,278.42,92.52,1012.03,6.27,198.84,0.000293,0.0,0.0,0.0,150
11,08/02/2020,02:45,8609,101,0,6,0,1,2,278.42,93.36,1011.99,6.22,199.35,0.000261,0.0,0.0,0.0,165
12,08/02/2020,03:00,8701,92,0,6,0,1,2,278.33,94.62,1011.97,6.17,199.3,0.000289,0.0,0.0,0.0,180
13,08/02/2020,03:15,8824,123,0,6,0,1,2,278.25,95.88,1011.96,6.12,199.24,0.000317,0.0,0.0,0.0,195
14,08/02/2020,03:30,8970,146,0,6,0,1,2,278.16,97.16,1011.94,6.06,199.19,0.000345,0.0,0.0,0.0,210
15,08/02/2020,03:45,9112,142,0,6,0,1,2,278.15,97.82,1011.92,6.1,198.99,0.000459,0.0,0.0,0.0,225
16,08/02/2020,04:00,9256,144,0,6,0,1,2,278.2,97.87,1011.89,6.22,198.67,0.000658,0.0,0.0,0.0,240
17,08/02/2020,04:15,9387,131,0,6,0,1,2,278.26,97.91,1011.86,6.34,198.36,0.000857,0.0,0.0,0.0,255
18,08/02/2020,04:30,9519,132,0,6,0,1,2,278.31,97.95,1011.84,6.46,198.06,0.001056,0.0,0.0,0.0,270
19,08/02/2020,04:45,9664,145,0,6,0,1,2,278.37,97.93,1011.8,6.54,197.94,0.001249,0.0,0.0,0.0,285
20,08/02/2020,05:00,9934,270,0,6,0,1,2,278.42,97.85,1011.76,6.59,198.01,0.001436,0.0,0.0,0.0,300
21,08/02/2020,05:15,10387,453,0,6,0,1,2,278.47,97.76,1011.72,6.64,198.08,0.001622,0.0,0.0,0.0,315
22,08/02/2020,05:30,10503,116,0,6,0,1,2,278.52,97.67,1011.68,6.69,198.15,0.001809,0.0,0.0,0.0,330
23,08/02/2020,05:45,10637,134,0,6,0,1,2,278.56,97.49,1011.66,6.74,198.32,0.002027,0.0,0.0,0.0,345
24,08/02/2020,06:00,11057,420,0,6,0,1,2,278.59,97.2,1011.66,6.78,198.61,0.002277,0.0,0.0,0.0,360
25,08/02/2020,06:15,11411,354,0,6,0,1,2,278.61,96.92,1011.66,6.82,198.89,0.002527,0.0,0.0,0.0,375
26,08/02/2020,06:30,11489,78,0,6,0,1,2,278.64,96.64,1011.65,6.87,199.17,0.002777,0.0,0.0,0.0,390
27,08/02/2020,06:45,11555,66,0,6,0,1,2,278.66,96.37,1011.69,6.92,199.5,0.00307,0.0,0.0,0.0,405
28,08/02/2020,07:00,11612,57,0,6,0,1,2,278.7,96.09,1011.76,6.97,199.86,0.003404,0.0,0.0,0.0,420
29,08/02/2020,07:15,11666,54,0,6,0,1,2,278.73,95.82,1011.82,7.02,200.22,0.003739,0.0,0.0,0.0,435
30,08/02/2020,07:30,11722,56,0,6,0,1,2,278.76,95.55,1011.89,7.07,200.58,0.004073,0.0,0.0,0.9093,450
31,08/02/2020,07:45,11777,55,0,6,0,1,2,278.85,95.21,1011.97,7.11,200.9,0.004254,0.0,0.0,37.482,465
32,08/02/2020,08:00,11835,58,0,6,0,1,2,278.99,94.79,1012.05,7.12,201.2,0.004281,0.0,0.0,62.309,480
33,08/02/2020,08:15,11880,45,0,6,0,1,2,279.13,94.37,1012.14,7.13,201.49,0.004307,0.0,0.0,84.688,495
34,08/02/2020,08:30,11921,41,0,6,0,1,2,279.28,93.95,1012.23,7.14,201.79,0.004334,0.0,0.0,104.602,510
35,08/02/2020,08:45,12026,105,0,6,0,1,2,279.45,93.48,1012.31,7.08,201.91,0.004945,0.0,0.0,127.37,525
36,08/02/2020,09:00,12098,72,0,6,0,1,2,279.63,92.94,1012.38,6.96,201.86,0.006139,0.0,0.0,155.598,540
37,08/02/2020,09:15,12604,506,0,6,0,1,2,279.82,92.4,1012.45,6.83,201.81,0.007334,0.0,0.0,184.599,555
38,08/02/2020,09:30,13260,656,0,6,0,1,2,280.01,91.87,1012.52,6.71,201.76,0.008528,0.0,0.0,214.09,570
39,08/02/2020,09:45,13836,576,0,6,0,1,2,280.21,91.24,1012.58,6.6,201.66,0.010259,0.0,0.0,231.967,585
40,08/02/2020,10:00,14218,382,0,6,0,1,2,280.42,90.54,1012.63,6.49,201.51,0.012524,0.0,0.0,235.251,600
41,08/02/2020,10:15,14482,264,0,6,0,1,2,280.63,89.83,1012.68,6.39,201.36,0.01479,0.0,0.0,234.991,615
42,08/02/2020,10:30,14949,467,0,6,0,1,2,280.84,89.13,1012.73,6.29,201.2,0.017055,0.0,0.0,231.43,630
43,08/02/2020,10:45,15383,434,0,6,0,1,2,281.01,88.62,1012.73,6.16,201.19,0.021379,0.0,0.0,225.767,645
44,08/02/2020,11:00,15772,389,0,6,0,1,2,281.13,88.3,1012.67,6.01,201.34,0.02776,0.0,0.0,218.382,660
45,08/02/2020,11:15,16138,366,0,6,0,1,2,281.26,87.98,1012.62,5.86,201.49,0.034142,0.0,0.0,208.642,675
46,08/02/2020,11:30,16447,309,0,6,0,1,2,281.38,87.65,1012.57,5.7,201.65,0.040523,0.0,0.0,196.822,690
47,08/02/2020,11:45,16940,493,0,6,0,1,2,281.47,87.51,1012.49,5.57,202.39,0.064365,0.0,0.0,184.588,705
48,08/02/2020,12:00,17417,477,0,6,0,1,2,281.53,87.55,1012.39,5.46,203.77,0.105667,0.0,0.0,172.265,720
49,08/02/2020,12:15,17639,222,0,6,0,1,2,281.58,87.59,1012.28,5.36,205.19,0.146969,0.0,0.0,158.75,735
50,08/02/2020,12:30,17919,280,0,6,0,1,2,281.63,87.63,1012.18,5.26,206.67,0.188271,0.0,0.0,144.3,750
51,08/02/2020,12:45,18100,181,0,6,0,1,2,281.65,87.85,1012.13,5.16,208.32,0.233955,0.0,0.0,132.202,765
52,08/02/2020,13:00,18447,347,0,6,0,1,2,281.63,88.25,1012.14,5.06,210.15,0.284022,0.0,0.0,122.548,780
53,08/02/2020,13:15,18650,203,0,6,0,1,2,281.62,88.65,1012.14,4.96,212.05,0.33409,0.0,0.0,112.427,795
54,08/02/2020,13:30,18912,262,0,6,0,1,2,281.6,89.05,1012.15,4.87,214.02,0.384157,0.0,0.0,101.989,810
55,08/02/2020,13:45,19336,424,0,6,0,1,2,281.54,89.36,1012.16,4.84,216.12,0.391073,0.0,0.0,94.555,825
56,08/02/2020,14:00,19697,361,0,6,0,1,2,281.42,89.56,1012.18,4.87,218.27,0.354839,0.0,0.0,89.807,840
57,08/02/2020,14:15,20080,383,0,6,0,1,2,281.31,89.77,1012.21,4.9,220.4,0.318605,0.0,0.0,84.462,855
58,08/02/2020,14:30,20437,357,0,6,0,1,2,281.19,89.97,1012.23,4.94,222.49,0.282371,0.0,0.0,78.547,870
59,08/02/2020,14:45,20830,393,0,6,0,1,2,281.06,90.32,1012.24,4.87,222.77,0.237783,0.0,0.0,71.879,885
60,08/02/2020,15:00,21423,593,0,6,0,1,2,280.9,90.81,1012.23,4.68,221.17,0.184842,0.0,0.0,64.548,900
61,08/02/2020,15:15,21750,327,0,6,0,1,2,280.74,91.31,1012.22,4.49,219.44,0.1319,0.0,0.0,56.82,915
62,08/02/2020,15:30,22035,285,0,6,0,1,2,280.59,91.81,1012.21,4.31,217.57,0.078959,0.0,0.0,48.739,930
63,08/02/2020,15:45,22166,131,0,6,0,1,2,280.42,92.3,1012.24,4.21,215.9,0.046764,0.0,0.0,39.326,945
64,08/02/2020,16:00,22430,264,0,6,0,1,2,280.25,92.77,1012.32,4.21,214.55,0.035317,0.0,0.0,29.264,960
65,08/02/2020,16:15,22556,126,0,6,0,1,2,280.08,93.24,1012.39,4.2,213.21,0.02387,0.0,0.0,19.874,975
66,08/02/2020,16:30,22784,228,0,6,0,1,2,279.9,93.7,1012.46,4.2,211.86,0.012423,0.0,0.0,11.247,990
67,08/02/2020,16:45,23009,225,0,6,0,1,2,279.76,94.07,1012.6,4.26,212.01,0.006124,0.0,0.0,0.3154,1005
68,08/02/2020,17:00,23267,258,0,6,0,1,2,279.65,94.32,1012.81,4.39,213.58,0.004973,0.0,0.0,0.0,1020
69,08/02/2020,17:15,23690,423,0,6,0,1,2,279.54,94.57,1013.02,4.52,215.06,0.003822,0.0,0.0,0.0,1035
70,08/02/2020,17:30,24371,681,0,6,0,1,2,279.43,94.82,1013.24,4.65,216.45,0.002672,0.0,0.0,0.0,1050
71,08/02/2020,17:45,25181,810,0,6,0,1,2,279.32,95.06,1013.43,4.74,217.31,0.001861,0.0,0.0,0.0,1065
72,08/02/2020,18:00,26003,822,0,6,0,1,2,279.21,95.3,1013.6,4.77,217.68,0.001392,0.0,0.0,0.0,1080
73,08/02/2020,18:15,26569,566,0,6,0,1,2,279.1,95.53,1013.78,4.8,218.04,0.000922,0.0,0.0,0.0,1095
74,08/02/2020,18:30,27099,530,0,6,0,1,2,278.99,95.77,1013.95,4.83,218.4,0.000452,0.0,0.0,0.0,1110
75,08/02/2020,18:45,27763,664,0,6,0,1,2,278.88,95.96,1014.06,4.89,218.06,0.000227,0.0,0.0,0.0,1125
76,08/02/2020,19:00,28483,720,0,6,0,1,2,278.78,96.1,1014.09,4.97,217.04,0.000247,0.0,0.0,0.0,1140
77,08/02/2020,19:15,29186,703,0,6,0,1,2,278.67,96.23,1014.12,5.06,216.05,0.000267,0.0,0.0,0.0,1155
78,08/02/2020,19:30,29607,421,0,6,0,1,2,278.57,96.37,1014.16,5.15,215.1,0.000287,0.0,0.0,0.0,1170
79,08/02/2020,19:45,29930,323,0,6,0,1,2,278.49,96.32,1014.12,5.25,213.74,0.000315,0.0,0.0,0.0,1185
80,08/02/2020,20:00,30096,166,0,6,0,1,2,278.45,96.09,1014.0,5.38,212.01,0.00035,0.0,0.0,0.0,1200
81,08/02/2020,20:15,30403,307,0,6,0,1,2,278.41,95.85,1013.88,5.51,210.36,0.000385,0.0,0.0,0.0,1215
82,08/02/2020,20:30,30607,204,0,6,0,1,2,278.36,95.61,1013.76,5.64,208.79,0.000421,0.0,0.0,0.0,1230
83,08/02/2020,20:45,31129,522,0,6,0,1,2,278.3,95.49,1013.6,5.72,207.05,0.000487,0.0,0.0,0.0,1245
84,08/02/2020,21:00,31662,533,0,6,0,1,2,278.21,95.49,1013.39,5.74,205.1,0.000586,0.0,0.0,0.0,1260
85,08/02/2020,21:15,32277,615,0,6,0,1,2,278.13,95.48,1013.19,5.76,203.17,0.000684,0.0,0.0,0.0,1275
86,08/02/2020,21:30,32946,669,0,6,0,1,2,278.04,95.47,1012.99,5.8,201.26,0.000782,0.0,0.0,0.0,1290
87,08/02/2020,21:45,33553,607,0,6,0,1,2,277.92,95.66,1012.8,5.8,199.61,0.000845,0.0,0.0,0.0,1305
88,08/02/2020,22:00,34354,801,0,6,0,1,2,277.78,96.05,1012.64,5.78,198.21,0.000873,0.0,0.0,0.0,1320
89,08/02/2020,22:15,34682,328,0,6,0,1,2,277.63,96.43,1012.49,5.77,196.81,0.0009,0.0,0.0,0.0,1335
90,08/02/2020,22:30,34841,159,0,6,0,1,2,277.49,96.82,1012.33,5.75,195.39,0.000928,0.0,0.0,0.0,1350
91,08/02/2020,22:45,35296,455,0,6,0,1,2,277.4,96.91,1012.18,5.84,194.38,0.001026,0.0,0.0,0.0,1365
92,08/02/2020,23:00,35640,344,0,6,0,1,2,277.37,96.7,1012.05,6.03,193.79,0.001194,0.0,0.0,0.0,1380
93,08/02/2020,23:15,35796,156,0,6,0,1,2,277.35,96.48,1011.91,6.21,193.24,0.001362,0.0,0.0,0.0,1395
94,08/02/2020,23:30,35895,99,0,6,0,1,2,277.32,96.27,1011.78,6.4,192.72,0.001531,0.0,0.0,0.0,1410
95,08/02/2020,23:45,35966,71,0,6,0,1,2,277.32,96.06,1011.63,6.57,192.55,0.001678,0.0,0.0,0.0,1425
96,09/02/2020,00:00,36050,84,1,7,0,1,2,277.34,95.86,1011.45,6.73,192.71,0.001804,0.0,0.0,0.0,0
97,09/02/2020,00:15,36409,359,1,7,0,1,2,277.36,95.66,1011.28,6.89,192.86,0.00193,0.0,0.0,0.0,15
98,09/02/2020,00:30,36765,356,1,7,0,1,2,277.38,95.46,1011.1,7.05,193.01,0.002057,0.0,0.0,0.0,30
99,09/02/2020,00:45,37140,375,1,7,0,1,2,277.4,95.33,1010.91,7.15,192.89,0.002267,0.0,0.0,0.0,45
100,09/02/2020,01:00,37381,241,1,7,0,1,2,277.41,95.27,1010.71,7.18,192.52,0.002562,0.0,0.0,0.0,60
101,09/02/2020,01:15,37511,130,1,7,0,1,2,277.42,95.21,1010.5,7.22,192.15,0.002857,0.0,0.0,0.0,75
102,09/02/2020,01:30,37618,107,1,7,0,1,2,277.44,95.15,1010.29,7.25,191.79,0.003152,0.0,0.0,0.0,90
103,09/02/2020,01:45,37701,83,1,7,0,1,2,277.46,95.08,1010.04,7.36,191.29,0.003438,0.0,0.0,0.0,105
104,09/02/2020,02:00,37784,83,1,7,0,1,2,277.5,95.01,1009.75,7.53,190.7,0.003716,0.0,0.0,0.0,120
105,09/02/2020,02:15,37863,79,1,7,0,1,2,277.55,94.93,1009.45,7.7,190.12,0.003994,0.0,0.0,0.0,135
106,09/02/2020,02:30,37933,70,1,7,0,1,2,277.59,94.86,1009.15,7.87,189.58,0.004272,0.0,0.0,0.0,150
107,09/02/2020,02:45,38016,83,1,7,0,1,2,277.64,94.8,1008.89,8.03,189.34,0.004352,0.0,0.0,0.0,165
108,09/02/2020,03:00,38124,108,1,7,0,1,2,277.7,94.74,1008.66,8.18,189.41,0.004233,0.0,0.0,0.0,180
109,09/02/2020,03:15,38222,98,1,7,0,1,2,277.76,94.68,1008.44,8.32,189.47,0.004115,0.0,0.0,0.0,195
110,09/02/2020,03:30,38305,83,1,7,0,1,2,277.82,94.62,1008.21,8.46,189.52,0.003996,0.0,0.0,0.0,210
111,09/02/2020,03:45,38387,82,1,7,0,1,2,277.9,94.59,1007.99,8.62,189.5,0.003768,0.0,0.0,0.0,225
112,09/02/2020,04:00,38457,70,1,7,0,1,2,278.0,94.58,1007.77,8.77,189.4,0.00343,0.0,0.0,0.0,240
113,09/02/2020,04:15,38551,94,1,7,0,1,2,278.09,94.56,1007.55,8.93,189.3,0.003092,0.0,0.0,0.0,255
114,09/02/2020,04:30,38647,96,1,7,0,1,2,278.19,94.54,1007.33,9.09,189.2,0.002754,0.0,0.0,0.0,270
115,09/02/2020,04:45,38708,61,1,7,0,1,2,278.32,94.43,1007.04,9.38,189.57,0.002342,0.0,0.0,0.0,285
116,09/02/2020,05:00,38758,50,1,7,0,1,2,278.46,94.25,1006.68,9.8,190.34,0.001857,0.0,0.0,0.0,300
117,09/02/2020,05:15,38810,52,1,7,0,1,2,278.6,94.07,1006.32,10.22,191.05,0.001372,0.0,0.0,0.0,315
118,09/02/2020,05:30,38909,99,1,7,0,1,2,278.75,93.88,1005.96,10.64,191.7,0.000886,0.0,0.0,0.0,330
119,09/02/2020,05:45,39161,252,1,7,0,1,2,278.87,93.57,1005.65,11.0,192.54,0.000577,0.0,0.0,0.0,345
120,09/02/2020,06:00,39271,110,1,7,0,1,2,278.96,93.15,1005.39,11.32,193.57,0.000444,0.0,0.0,0.0,360
121,09/02/2020,06:15,39625,354,1,7,0,1,2,279.05,92.73,1005.14,11.63,194.53,0.00031,0.0,0.0,0.0,375
122,09/02/2020,06:30,39904,279,1,7,0,1,2,279.14,92.31,1004.89,11.95,195.45,0.000177,0.0,0.0,0.0,390
123,09/02/2020,06:45,40157,253,1,7,0,1,2,279.22,91.89,1004.65,12.23,196.04,0.000113,0.0,0.0,0.0,405
124,09/02/2020,07:00,40422,265,1,7,0,1,2,279.28,91.47,1004.43,12.45,196.33,0.000118,0.0,0.0,0.0,420
125,09/02/2020,07:15,40949,527,1,7,0,1,2,279.35,91.06,1004.21,12.68,196.6,0.000123,0.0,0.0,0.0,435
126,09/02/2020,07:30,41205,256,1,7,0,1,2,279.41,90.64,1003.99,12.9,196.87,0.000128,0.0,0.0,14.357,450
127,09/02/2020,07:45,41304,99,1,7,0,1,2,279.52,90.17,1003.73,13.15,197.0,0.000139,0.0,0.0,50.725,465
128,09/02/2020,08:00,41387,83,1,7,0,1,2,279.66,89.63,1003.43,13.42,197.0,0.000156,0.0,0.0,84.623,480
129,09/02/2020,08:15,41486,99,1,7,0,1,2,279.81,89.1,1003.13,13.69,197.0,0.000173,0.0,0.0,117.861,495
130,09/02/2020,08:30,41585,99,1,7,0,1,2,279.96,88.57,1002.83,13.96,197.0,0.000189,0.0,0.0,150.273,510
131,09/02/2020,08:45,41702,117,1,7,0,1,2,280.17,87.78,1002.49,14.29,197.44,0.000222,0.0,0.0,193.834,525
132,09/02/2020,09:00,41833,131,1,7,0,1,2,280.45,86.76,1002.11,14.68,198.31,0.000272,0.0,0.0,254.148,540
133,09/02/2020,09:15,41953,120,1,7,0,1,2,280.72,85.75,1001.73,15.09,199.13,0.000321,0.0,0.0,320.273,555
134,09/02/2020,09:30,42057,104,1,7,0,1,2,281.0,84.75,1001.34,15.49,199.9,0.000371,0.0,0.0,391.318,570
135,09/02/2020,09:45,42161,104,1,7,0,1,2,281.3,83.49,1000.96,15.83,200.79,0.000665,0.0,0.0,446.353,585
136,09/02/2020,10:00,42249,88,1,7,0,1,2,281.62,82.0,1000.59,16.11,201.78,0.001204,0.0,0.0,479.922,600
137,09/02/2020,10:15,42390,141,1,7,0,1,2,281.95,80.53,1000.21,16.4,202.74,0.001743,0.0,0.0,510.236,615
138,09/02/2020,10:30,42536,146,1,7,0,1,2,282.27,79.1,999.84,16.69,203.66,0.002283,0.0,0.0,537.159,630
139,09/02/2020,10:45,42632,96,1,7,0,1,2,282.58,77.78,999.42,16.93,204.24,0.002522,0.0,0.0,551.856,645
140,09/02/2020,11:00,42729,97,1,7,0,1,2,282.86,76.56,998.95,17.13,204.49,0.002461,0.0,0.0,553.317,660
141,09/02/2020,11:15,42830,101,1,7,0,1,2,283.14,75.37,998.49,17.32,204.74,0.0024,0.0,0.0,550.153,675
142,09/02/2020,11:30,42928,98,1,7,0,1,2,283.43,74.2,998.02,17.51,204.98,0.002339,0.0,0.0,542.644,690
143,09/02/2020,11:45,43049,121,1,7,0,1,2,283.66,73.33,997.49,17.76,205.23,0.002634,0.0,0.0,526.318,705
144,09/02/2020,12:00,43179,130,1,7,0,1,2,283.84,72.75,996.88,18.04,205.48,0.003286,0.0,0.0,501.399,720
145,09/02/2020,12:15,43328,149,1,7,0,1,2,284.02,72.18,996.27,18.33,205.72,0.003937,0.0,0.0,473.122,735
146,09/02/2020,12:30,43481,153,1,7,0,1,2,284.2,71.61,995.67,18.62,205.96,0.004589,0.0,0.0,442.026,750
147,09/02/2020,12:45,43622,141,1,7,0,1,2,284.3,71.52,995.09,18.83,206.27,0.015976,0.0,0.0,404.257,765
148,09/02/2020,13:00,43743,121,1,7,0,1,2,284.33,71.88,994.54,18.97,206.65,0.038099,0.0,0.0,360.62,780
149,09/02/2020,13:15,43868,125,1,7,0,1,2,284.36,72.24,993.98,19.11,207.02,0.060222,0.0,0.0,316.29,795
150,09/02/2020,13:30,44041,173,1,7,0,1,2,284.39,72.6,993.43,19.25,207.4,0.082345,0.0,0.0,271.99,810
151,09/02/2020,13:45,44194,153,1,7,0,1,2,284.38,73.27,992.91,19.32,207.8,0.110503,0.0,0.0,237.082,825
152,09/02/2020,14:00,44273,79,1,7,0,1,2,284.34,74.25,992.42,19.34,208.23,0.144695,0.0,0.0,211.01,840
153,09/02/2020,14:15,44356,83,1,7,0,1,2,284.3,75.23,991.93,19.36,208.67,0.178887,0.0,0.0,185.106,855
154,09/02/2020,14:30,44441,85,1,7,0,1,2,284.25,76.21,991.43,19.38,209.1,0.213079,0.0,0.0,159.71,870
155,09/02/2020,14:45,44548,107,1,7,0,1,2,284.22,77.11,990.97,19.4,209.51,0.223774,0.0,0.0,135.194,885
156,09/02/2020,15:00,44666,118,1,7,0,1,2,284.19,77.92,990.52,19.42,209.91,0.210971,0.0,0.0,111.864,900
157,09/02/2020,15:15,44768,102,1,7,0,1,2,284.16,78.73,990.08,19.44,210.31,0.198169,0.0,0.0,89.969,915
158,09/02/2020,15:30,44895,127,1,7,0,1,2,284.13,79.54,989.63,19.46,210.71,0.185366,0.0,0.0,69.797,930
159,09/02/2020,15:45,45266,371,1,7,0,1,2,284.12,80.29,989.23,19.43,211.19,0.201026,0.0,0.0,50.726,945
160,09/02/2020,16:00,45387,121,1,7,0,1,2,284.13,80.99,988.86,19.35,211.74,0.245147,0.0,0.0,33.544,960
161,09/02/2020,16:15,45522,135,1,7,0,1,2,284.14,81.68,988.49,19.27,212.3,0.289269,0.0,0.0,19.583,975
162,09/02/2020,16:30,45640,118,1,7,0,1,2,284.16,82.36,988.11,19.19,212.87,0.333391,0.0,0.0,0.9086,990
163,09/02/2020,16:45,45736,96,1,7,0,1,2,284.21,82.98,987.85,19.04,213.76,0.384638,0.0,0.0,0.2508,1005
164,09/02/2020,17:00,46101,365,1,7,0,1,2,284.3,83.52,987.7,18.8,214.99,0.44301,0.0,0.0,0.0017,1020
165,09/02/2020,17:15,46390,289,1,7,0,1,2,284.39,84.04,987.55,18.57,216.25,0.501383,0.0,0.0,0.0,1035
166,09/02/2020,17:30,46665,275,1,7,0,1,2,284.48,84.56,987.39,18.35,217.55,0.559756,0.0,0.0,0.0,1050
167,09/02/2020,17:45,46852,187,1,7,0,1,2,284.59,84.93,987.27,18.13,218.78,0.559263,0.0,0.0,0.0,1065
168,09/02/2020,18:00,46972,120,1,7,0,1,2,284.73,85.15,987.16,17.92,219.95,0.499903,0.0,0.0,0.0,1080
169,09/02/2020,18:15,47085,113,1,7,0,1,2,284.87,85.35,987.06,17.72,221.15,0.440543,0.0,0.0,0.0,1095
170,09/02/2020,18:30,47360,275,1,7,0,1,2,285.01,85.55,986.96,17.52,222.38,0.381183,0.0,0.0,0.0,1110
171,09/02/2020,18:45,47883,523,1,7,0,1,2,285.13,85.73,986.83,17.36,223.36,0.343643,0.0,0.0,0.0,1125
172,09/02/2020,19:00,48632,749,1,7,0,1,2,285.22,85.9,986.68,17.22,224.08,0.327922,0.0,0.0,0.0,1140
173,09/02/2020,19:15,49771,1139,1,7,0,1,2,285.32,86.06,986.54,17.09,224.81,0.3122,0.0,0.0,0.0,1155
174,09/02/2020,19:30,50411,640,1,7,0,1,2,285.42,86.22,986.39,16.96,225.55,0.296479,0.0,0.0,0.0,1170
175,09/02/2020,19:45,51075,664,1,7,0,1,2,285.5,86.31,986.29,16.83,226.61,0.289041,0.0,0.0,0.0,1185
176,09/02/2020,20:00,51625,550,1,7,0,1,2,285.56,86.36,986.24,16.71,227.98,0.289888,0.0,0.0,0.0,1200
177,09/02/2020,20:15,52120,495,1,7,0,1,2,285.63,86.4,986.19,16.59,229.37,0.290734,0.0,0.0,0.0,1215
178,09/02/2020,20:30,52362,242,1,7,0,1,2,285.7,86.43,986.14,16.48,230.78,0.291581,0.0,0.0,0.0,1230
179,09/02/2020,20:45,52549,187,1,7,0,1,2,285.73,86.43,986.1,16.32,232.22,0.27552,0.0,0.0,0.0,1245
180,09/02/2020,21:00,52761,212,1,7,0,1,2,285.74,86.37,986.06,16.1,233.73,0.242552,0.0,0.0,0.0,1260
181,09/02/2020,21:15,53279,518,1,7,0,1,2,285.75,86.32,986.03,15.9,235.27,0.209584,0.0,0.0,0.0,1275
182,09/02/2020,21:30,53765,486,1,7,0,1,2,285.75,86.26,985.99,15.71,236.85,0.176616,0.0,0.0,0.0,1290
183,09/02/2020,21:45,54591,826,1,7,0,1,2,285.71,86.18,985.97,15.46,238.51,0.163032,0.0,0.0,0.0,1305
184,09/02/2020,22:00,55117,526,1,7,0,1,2,285.62,86.07,985.95,15.15,240.28,0.168831,0.0,0.0,0.0,1320
185,09/02/2020,22:15,55553,436,1,7,0,1,2,285.52,85.96,985.93,14.86,242.12,0.17463,0.0,0.0,0.0,1335
186,09/02/2020,22:30,55875,322,1,7,0,1,2,285.43,85.84,985.9,14.59,244.04,0.18043,0.0,0.0,0.0,1350
187,09/02/2020,22:45,56158,283,1,7,0,1,2,285.29,85.36,985.92,14.49,245.7,0.172171,0.0,0.0,0.0,1365
188,09/02/2020,23:00,56391,233,1,7,0,1,2,285.1,84.5,985.99,14.54,247.07,0.149853,0.0,0.0,0.0,1380
189,09/02/2020,23:15,56599,208,1,7,0,1,2,284.91,83.6,986.05,14.61,248.42,0.127536,0.0,0.0,0.0,1395
190,09/02/2020,23:30,57040,441,1,7,0,1,2,284.73,82.68,986.11,14.68,249.75,0.105219,0.0,0.0,0.0,1410
191,09/02/2020,23:45,57366,326,1,7,0,1,2,284.49,81.54,986.2,14.79,250.48,0.086173,0.0,0.0,0.0,1425
192,10/02/2020,00:00,57569,203,2,1,0,0,2,284.22,80.16,986.32,14.94,250.61,0.070397,0.0,0.0,0.0,0
193,10/02/2020,00:15,57662,93,2,1,0,0,2,283.94,78.71,986.44,15.08,250.74,0.054622,0.0,0.0,0.0,15
194,10/02/2020,00:30,57778,116,2,1,0,0,2,283.66,77.17,986.57,15.23,250.86,0.038846,0.0,0.0,0.0,30
195,10/02/2020,00:45,58230,452,2,1,0,0,2,283.44,76.34,986.67,15.26,250.66,0.03045,0.0,0.0,0.0,45
196,10/02/2020,01:00,58319,89,2,1,0,0,2,283.27,76.28,986.75,15.18,250.12,0.029433,0.0,0.0,0.0,60
197,10/02/2020,01:15,58404,85,2,1,0,0,2,283.11,76.2,986.84,15.11,249.58,0.028416,0.0,0.0,0.0,75
198,10/02/2020,01:30,58701,297,2,1,0,0,2,282.94,76.11,986.92,15.03,249.04,0.027399,0.0,0.0,0.0,90
199,10/02/2020,01:45,59105,404,2,1,0,0,2,282.81,76.32,987.01,14.98,248.86,0.028798,0.0,0.0,0.0,105
200,10/02/2020,02:00,59180,75,2,1,0,0,2,282.72,76.82,987.09,14.96,249.06,0.032614,0.0,0.0,0.0,120
201,10/02/2020,02:15,59257,77,2,1,0,0,2,282.63,77.33,987.17,14.94,249.27,0.036429,0.0,0.0,0.0,135
202,10/02/2020,02:30,59333,76,2,1,0,0,2,282.54,77.84,987.25,14.92,249.47,0.040245,0.0,0.0,0.0,150
203,10/02/2020,02:45,59470,137,2,1,0,0,2,282.48,78.14,987.38,14.93,249.9,0.044868,0.0,0.0,0.0,165
